WKT,nama,deskripsi
"POLYGON ((106.7179374 -6.0904279, 106.6767387 -6.0958901, 106.6959648 -6.1532391, 106.7179374 -6.1996599, 106.753643 -6.2433464, 106.7673759 -6.3143292, 106.8085746 -6.3225189, 106.7948417 -6.3580061, 106.8442802 -6.3580061, 106.8497734 -6.3307084, 106.8964652 -6.3771135, 106.9266777 -6.3443574, 106.9129447 -6.2842992, 106.9733695 -6.2051209, 106.9651298 -6.0767724, 106.7179374 -6.0904279))",Kota DKI Jakarta,
