WKT,nama,deskripsi
"POLYGON ((106.8232566 -6.1722875, 106.8230206 -6.1798608, 106.8237072 -6.1804368, 106.830917 -6.1801168, 106.8310672 -6.1796688, 106.830402 -6.1788795, 106.8306595 -6.1784528, 106.829887 -6.1776635, 106.8298441 -6.1735035, 106.8290072 -6.1728635, 106.8293077 -6.1717329, 106.8286854 -6.1714555, 106.8231922 -6.1714769, 106.8232566 -6.1722875))",Taman Monas,
