WKT,nama,deskripsi
"POLYGON ((106.798207 -6.2148888, 106.7983679 -6.2207123, 106.8030672 -6.2226001, 106.8048052 -6.2247759, 106.8088285 -6.2220242, 106.8084101 -6.2213202, 106.8082814 -6.2155607, 106.8060927 -6.2155927, 106.8060927 -6.212841, 106.7981748 -6.2145688, 106.798207 -6.2148888))",GELORA BUNG KARNO,
