WKT,nama,deskripsi
"POLYGON ((110.0301529 -7.888665, 110.8074356 -8.2313152, 110.8266617 -8.1932574, 110.7579972 -8.0301113, 110.7909562 -7.8328891, 110.7785965 -7.8002364, 110.7593705 -7.8206446, 110.7167984 -7.7975152, 110.6810929 -7.8097603, 110.6701065 -7.783909, 110.6563736 -7.7975152, 110.6138016 -7.7988758, 110.5767228 -7.8070392, 110.5945755 -7.7893515, 110.55887 -7.783909, 110.5382706 -7.7920728, 110.4984452 -7.7689418, 110.4613663 -7.5715963, 110.4435135 -7.5402849, 110.4160477 -7.5647897, 110.2897049 -7.668239, 110.2745987 -7.7104282, 110.2649857 -7.6900146, 110.2649857 -7.6600728, 110.2704789 -7.6382957, 110.2388932 -7.6464623, 110.1922013 -7.6437401, 110.1441361 -7.6437401, 110.1207901 -7.6641559, 110.1317765 -7.6954583, 110.1331498 -7.7158717, 110.1125504 -7.7730238, 110.058992 -7.813842, 110.0562455 -7.8451332, 110.0301529 -7.888665))",DIY Yogyakarta,
