WKT,nama,deskripsi
"LINESTRING (106.8830102 -6.2980787, 106.8847483 -6.3033894, 106.8872589 -6.3048291, 106.8969899 -6.3070631, 106.8991571 -6.3038426, 106.9018823 -6.3046531, 106.902762 -6.3061887, 106.9050795 -6.3057195, 106.9039851 -6.3037147, 106.9048863 -6.3021364, 106.9039637 -6.2993318, 106.8953591 -6.2986066, 106.8859821 -6.2985639, 106.8831712 -6.2981161, 106.8829566 -6.2982973, 106.8832141 -6.2982973)",Taman Mini Indonesia Indah,
