WKT,nama,deskripsi
"POLYGON ((106.8508039 -6.2328728, 106.8506322 -6.2338114, 106.8510829 -6.2346433, 106.8523703 -6.2354112, 106.8527995 -6.2363284, 106.8516622 -6.239656, 106.8526707 -6.2420023, 106.8532715 -6.2421303, 106.8538938 -6.2420023, 106.853057 -6.2406159, 106.8529282 -6.2394, 106.8536363 -6.237331, 106.8534432 -6.2346433, 106.8527995 -6.2347286, 106.8526278 -6.2334488, 106.8511258 -6.2334914, 106.8513403 -6.2331288, 106.8508039 -6.2328728))",Tebet Echo Park.,
